"Trait","Rank","IND","FAM","Method","Selection_objective","Ranking_rule","Genomic_value","Selection_score","OOF_predictive_direction","OOF_nominal_signal","OOF_r","OOF_nominal_p_value","Selection_proportion","N_available","N_selected"
"DF",21,"28","5","BayesC","increase","maximize_genomic_value",0.277615514963537,0.277615514963537,"positive","positive_nominal_p_lt_0.05",0.32578776906046,4.73680662110478e-05,0.2,150,30
"DF",22,"56","8","BayesC","increase","maximize_genomic_value",0.273676096006028,0.273676096006028,"positive","positive_nominal_p_lt_0.05",0.32578776906046,4.73680662110478e-05,0.2,150,30
"DF",23,"96","10","BayesC","increase","maximize_genomic_value",0.270851555275046,0.270851555275046,"positive","positive_nominal_p_lt_0.05",0.32578776906046,4.73680662110478e-05,0.2,150,30
"DF",24,"6","1","BayesC","increase","maximize_genomic_value",0.270718078663108,0.270718078663108,"positive","positive_nominal_p_lt_0.05",0.32578776906046,4.73680662110478e-05,0.2,150,30
"DF",25,"101","10","BayesC","increase","maximize_genomic_value",0.241204570689763,0.241204570689763,"positive","positive_nominal_p_lt_0.05",0.32578776906046,4.73680662110478e-05,0.2,150,30
"DF",26,"8","1","BayesC","increase","maximize_genomic_value",0.240866987734201,0.240866987734201,"positive","positive_nominal_p_lt_0.05",0.32578776906046,4.73680662110478e-05,0.2,150,30
"DF",27,"137","6","BayesC","increase","maximize_genomic_value",0.237913776654574,0.237913776654574,"positive","positive_nominal_p_lt_0.05",0.32578776906046,4.73680662110478e-05,0.2,150,30
"DF",28,"60","8","BayesC","increase","maximize_genomic_value",0.236202188400045,0.236202188400045,"positive","positive_nominal_p_lt_0.05",0.32578776906046,4.73680662110478e-05,0.2,150,30
"DF",29,"76","9","BayesC","increase","maximize_genomic_value",0.226412642007287,0.226412642007287,"positive","positive_nominal_p_lt_0.05",0.32578776906046,4.73680662110478e-05,0.2,150,30
"DF",30,"75","9","BayesC","increase","maximize_genomic_value",0.218472587627086,0.218472587627086,"positive","positive_nominal_p_lt_0.05",0.32578776906046,4.73680662110478e-05,0.2,150,30
"DCI",1,"111","2","RRBLUP","decrease","minimize_genomic_value",-0.518039659433013,0.518039659433013,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",2,"120","4","RRBLUP","decrease","minimize_genomic_value",-0.513081190762227,0.513081190762227,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",3,"144B","6","RRBLUP","decrease","minimize_genomic_value",-0.469583963715435,0.469583963715435,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",4,"109","2","RRBLUP","decrease","minimize_genomic_value",-0.441712511487012,0.441712511487012,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",5,"132","4","RRBLUP","decrease","minimize_genomic_value",-0.399899472120145,0.399899472120145,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",6,"129","4","RRBLUP","decrease","minimize_genomic_value",-0.395341860542049,0.395341860542049,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",7,"136","6","RRBLUP","decrease","minimize_genomic_value",-0.38049135494745,0.38049135494745,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",8,"117","2","RRBLUP","decrease","minimize_genomic_value",-0.374268542562684,0.374268542562684,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",9,"127","4","RRBLUP","decrease","minimize_genomic_value",-0.370124216845687,0.370124216845687,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",10,"122","4","RRBLUP","decrease","minimize_genomic_value",-0.362329209424401,0.362329209424401,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",11,"38","3","RRBLUP","decrease","minimize_genomic_value",-0.353857088591024,0.353857088591024,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",12,"39","3","RRBLUP","decrease","minimize_genomic_value",-0.347048393519332,0.347048393519332,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",13,"119","4","RRBLUP","decrease","minimize_genomic_value",-0.341108629453584,0.341108629453584,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",14,"45","3","RRBLUP","decrease","minimize_genomic_value",-0.333172703414764,0.333172703414764,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",15,"108","2","RRBLUP","decrease","minimize_genomic_value",-0.324713726039128,0.324713726039128,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",16,"121","4","RRBLUP","decrease","minimize_genomic_value",-0.320130844326104,0.320130844326104,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",17,"44","3","RRBLUP","decrease","minimize_genomic_value",-0.319475676590284,0.319475676590284,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",18,"138","6","RRBLUP","decrease","minimize_genomic_value",-0.310697289571889,0.310697289571889,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",19,"141","6","RRBLUP","decrease","minimize_genomic_value",-0.300132764782253,0.300132764782253,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",20,"81","9","RRBLUP","decrease","minimize_genomic_value",-0.286357927619454,0.286357927619454,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",21,"146","6","RRBLUP","decrease","minimize_genomic_value",-0.281828105282653,0.281828105282653,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",22,"113","2","RRBLUP","decrease","minimize_genomic_value",-0.268992719442104,0.268992719442104,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",23,"43","3","RRBLUP","decrease","minimize_genomic_value",-0.261078634402036,0.261078634402036,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",24,"147","6","RRBLUP","decrease","minimize_genomic_value",-0.253958887111001,0.253958887111001,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",25,"104","2","RRBLUP","decrease","minimize_genomic_value",-0.250960238261242,0.250960238261242,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",26,"85","9","RRBLUP","decrease","minimize_genomic_value",-0.239483452400155,0.239483452400155,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",27,"68","8","RRBLUP","decrease","minimize_genomic_value",-0.23134354154581,0.23134354154581,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",28,"118","4","RRBLUP","decrease","minimize_genomic_value",-0.228378344742083,0.228378344742083,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",29,"142","6","RRBLUP","decrease","minimize_genomic_value",-0.227885363046654,0.227885363046654,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"DCI",30,"125","4","RRBLUP","decrease","minimize_genomic_value",-0.219618643450808,0.219618643450808,"positive","positive_nominal_p_lt_0.05",0.199767113350671,0.0142488779098507,0.2,150,30
"FFC",1,"51","3","RRBLUP","increase","maximize_genomic_value",0.772468881004484,0.772468881004484,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",2,"49","3","RRBLUP","increase","maximize_genomic_value",0.621955893588396,0.621955893588396,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",3,"81","9","RRBLUP","increase","maximize_genomic_value",0.609042760805046,0.609042760805046,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",4,"41","3","RRBLUP","increase","maximize_genomic_value",0.542395262541178,0.542395262541178,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",5,"4","1","RRBLUP","increase","maximize_genomic_value",0.506443448829475,0.506443448829475,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",6,"37","3","RRBLUP","increase","maximize_genomic_value",0.498100593714857,0.498100593714857,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",7,"43","3","RRBLUP","increase","maximize_genomic_value",0.489743990146308,0.489743990146308,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",8,"80","9","RRBLUP","increase","maximize_genomic_value",0.487771815335622,0.487771815335622,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",9,"142","6","RRBLUP","increase","maximize_genomic_value",0.470683180289461,0.470683180289461,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",10,"109","2","RRBLUP","increase","maximize_genomic_value",0.401174848473022,0.401174848473022,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",11,"122","4","RRBLUP","increase","maximize_genomic_value",0.386080398860625,0.386080398860625,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",12,"60","8","RRBLUP","increase","maximize_genomic_value",0.375150844617064,0.375150844617064,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",13,"107","2","RRBLUP","increase","maximize_genomic_value",0.371798730264814,0.371798730264814,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",14,"152","7","RRBLUP","increase","maximize_genomic_value",0.357025736021919,0.357025736021919,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",15,"46","3","RRBLUP","increase","maximize_genomic_value",0.349665130801002,0.349665130801002,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",16,"50","3","RRBLUP","increase","maximize_genomic_value",0.336555455973466,0.336555455973466,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",17,"106","2","RRBLUP","increase","maximize_genomic_value",0.335109097878813,0.335109097878813,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",18,"45","3","RRBLUP","increase","maximize_genomic_value",0.314956241273712,0.314956241273712,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",19,"156","7","RRBLUP","increase","maximize_genomic_value",0.313191603646101,0.313191603646101,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",20,"155","7","RRBLUP","increase","maximize_genomic_value",0.310240269034197,0.310240269034197,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",21,"118","4","RRBLUP","increase","maximize_genomic_value",0.308980308366787,0.308980308366787,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",22,"74","9","RRBLUP","increase","maximize_genomic_value",0.308799250633508,0.308799250633508,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",23,"126","4","RRBLUP","increase","maximize_genomic_value",0.299428003305704,0.299428003305704,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",24,"61","8","RRBLUP","increase","maximize_genomic_value",0.284838457915912,0.284838457915912,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",25,"128","4","RRBLUP","increase","maximize_genomic_value",0.283725940693515,0.283725940693515,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",26,"83","9","RRBLUP","increase","maximize_genomic_value",0.270899769441873,0.270899769441873,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",27,"42","3","RRBLUP","increase","maximize_genomic_value",0.266953814157678,0.266953814157678,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",28,"130","4","RRBLUP","increase","maximize_genomic_value",0.26533433179227,0.26533433179227,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",29,"65","8","RRBLUP","increase","maximize_genomic_value",0.256507423856296,0.256507423856296,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFC",30,"78","9","RRBLUP","increase","maximize_genomic_value",0.244889829303167,0.244889829303167,"positive","positive_nominal_p_lt_0.05",0.209539484212215,0.0100678384947303,0.2,150,30
"FFP",1,"139","6","BayesB2","increase","maximize_genomic_value",0.278371149881789,0.278371149881789,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",2,"105","2","BayesB2","increase","maximize_genomic_value",0.160810316559745,0.160810316559745,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",3,"83","9","BayesB2","increase","maximize_genomic_value",0.159368525793101,0.159368525793101,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",4,"114","2","BayesB2","increase","maximize_genomic_value",0.154160571369701,0.154160571369701,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",5,"107","2","BayesB2","increase","maximize_genomic_value",0.122975797483712,0.122975797483712,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",6,"91","10","BayesB2","increase","maximize_genomic_value",0.114002827615024,0.114002827615024,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",7,"122","4","BayesB2","increase","maximize_genomic_value",0.108053577203739,0.108053577203739,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",8,"6","1","BayesB2","increase","maximize_genomic_value",0.102565527408639,0.102565527408639,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",9,"15","1","BayesB2","increase","maximize_genomic_value",0.100437203299605,0.100437203299605,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",10,"106","2","BayesB2","increase","maximize_genomic_value",0.0922166235047199,0.0922166235047199,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",11,"101","10","BayesB2","increase","maximize_genomic_value",0.0904307053808949,0.0904307053808949,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",12,"117","2","BayesB2","increase","maximize_genomic_value",0.0770669722858844,0.0770669722858844,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",13,"121","4","BayesB2","increase","maximize_genomic_value",0.0745011430782105,0.0745011430782105,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",14,"118","4","BayesB2","increase","maximize_genomic_value",0.072600018635315,0.072600018635315,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",15,"111","2","BayesB2","increase","maximize_genomic_value",0.0693671872406329,0.0693671872406329,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",16,"81","9","BayesB2","increase","maximize_genomic_value",0.0677443944946976,0.0677443944946976,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",17,"133","6","BayesB2","increase","maximize_genomic_value",0.0672621039284608,0.0672621039284608,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",18,"157","7","BayesB2","increase","maximize_genomic_value",0.0666957770586176,0.0666957770586176,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",19,"147","6","BayesB2","increase","maximize_genomic_value",0.066120055286003,0.066120055286003,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",20,"67","8","BayesB2","increase","maximize_genomic_value",0.062529053646451,0.062529053646451,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",21,"104","2","BayesB2","increase","maximize_genomic_value",0.0577232460752686,0.0577232460752686,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",22,"37","3","BayesB2","increase","maximize_genomic_value",0.0569973692788352,0.0569973692788352,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",23,"68","8","BayesB2","increase","maximize_genomic_value",0.055630382919628,0.055630382919628,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",24,"151","7","BayesB2","increase","maximize_genomic_value",0.0515986533597839,0.0515986533597839,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",25,"38","3","BayesB2","increase","maximize_genomic_value",0.0460196983903126,0.0460196983903126,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",26,"108","2","BayesB2","increase","maximize_genomic_value",0.0434881583747808,0.0434881583747808,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",27,"141","6","BayesB2","increase","maximize_genomic_value",0.0427471754057708,0.0427471754057708,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",28,"143","6","BayesB2","increase","maximize_genomic_value",0.0424901616300629,0.0424901616300629,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",29,"10","1","BayesB2","increase","maximize_genomic_value",0.0419008835447695,0.0419008835447695,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"FFP",30,"146","6","BayesB2","increase","maximize_genomic_value",0.0407595463314994,0.0407595463314994,"positive","positive_nominal_p_ge_0.05",0.086924124758288,0.290193900760389,0.2,150,30
"SS",1,"109","2","BL","increase","maximize_genomic_value",0.875001547923152,0.875001547923152,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",2,"14","1","BL","increase","maximize_genomic_value",0.87054522594137,0.87054522594137,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",3,"10","1","BL","increase","maximize_genomic_value",0.702144868815751,0.702144868815751,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",4,"103","2","BL","increase","maximize_genomic_value",0.695911465031822,0.695911465031822,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",5,"32","5","BL","increase","maximize_genomic_value",0.692133002499632,0.692133002499632,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",6,"126","4","BL","increase","maximize_genomic_value",0.680175241535434,0.680175241535434,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",7,"97","10","BL","increase","maximize_genomic_value",0.637488007288215,0.637488007288215,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",8,"60","8","BL","increase","maximize_genomic_value",0.581851488934088,0.581851488934088,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",9,"15","1","BL","increase","maximize_genomic_value",0.575433562137841,0.575433562137841,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",10,"83","9","BL","increase","maximize_genomic_value",0.538571141899572,0.538571141899572,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",11,"66","8","BL","increase","maximize_genomic_value",0.534184979691432,0.534184979691432,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",12,"94","10","BL","increase","maximize_genomic_value",0.474756424879779,0.474756424879779,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",13,"86","9","BL","increase","maximize_genomic_value",0.466470853934344,0.466470853934344,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",14,"138","6","BL","increase","maximize_genomic_value",0.443570438889989,0.443570438889989,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",15,"128","4","BL","increase","maximize_genomic_value",0.43664399834417,0.43664399834417,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",16,"80","9","BL","increase","maximize_genomic_value",0.433927884898415,0.433927884898415,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",17,"113","2","BL","increase","maximize_genomic_value",0.415241564811084,0.415241564811084,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",18,"62","8","BL","increase","maximize_genomic_value",0.394814311749149,0.394814311749149,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",19,"106","2","BL","increase","maximize_genomic_value",0.393567383959598,0.393567383959598,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",20,"116","2","BL","increase","maximize_genomic_value",0.391223238459171,0.391223238459171,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",21,"91","10","BL","increase","maximize_genomic_value",0.373227048023493,0.373227048023493,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",22,"29","5","BL","increase","maximize_genomic_value",0.339979702852686,0.339979702852686,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",23,"78","9","BL","increase","maximize_genomic_value",0.337236751447327,0.337236751447327,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",24,"55","8","BL","increase","maximize_genomic_value",0.334482050391833,0.334482050391833,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",25,"107","2","BL","increase","maximize_genomic_value",0.329535165314323,0.329535165314323,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",26,"12","1","BL","increase","maximize_genomic_value",0.32613020293037,0.32613020293037,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",27,"124","4","BL","increase","maximize_genomic_value",0.305477478056654,0.305477478056654,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",28,"120","4","BL","increase","maximize_genomic_value",0.303966003805564,0.303966003805564,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",29,"90","10","BL","increase","maximize_genomic_value",0.297685583773888,0.297685583773888,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
"SS",30,"114","2","BL","increase","maximize_genomic_value",0.289937329128282,0.289937329128282,"positive","positive_nominal_p_ge_0.05",0.0949763230381019,0.247639326144709,0.2,150,30
